Matrícula;Data Afastamento;Data Retorno;Motivo
27431;20/08/2015;;Demissão
27431;22/12/2014;11/01/2015;Férias
27431;23/12/2013;12/01/2014;Férias
27431;21/01/2013;10/02/2013;Férias
27431;27/02/2012;18/03/2012;Férias
27431;25/04/2011;15/05/2011;Férias
27431;25/01/2010;14/02/2010;Férias
27431;15/12/2008;04/01/2009;Férias
27431;04/08/2008;24/08/2008;Férias
27432;02/03/2009;;Demissão
27432;17/12/2008;29/12/2008;Férias
27432;18/02/2008;09/03/2008;Férias
27433;01/04/2008;;Demissão
27434;19/08/2008;;Demissão
27434;18/02/2008;09/03/2008;Férias
27435;18/09/2014;;Demissão
27435;05/03/2014;15/03/2014;Férias
27435;23/12/2013;12/01/2014;Férias
27435;21/10/2013;10/11/2013;Férias
27435;12/11/2012;02/12/2012;Férias
27435;18/04/2012;01/07/2012;Auxilio Doença
27435;07/11/2011;27/11/2011;Férias
27435;02/08/2010;22/08/2010;Férias
27435;02/02/2009;20/02/2009;Férias
27435;17/12/2008;29/12/2008;Férias
27435;17/03/2008;06/04/2008;Férias
27436;15/06/2009;;Demissão
27436;17/12/2008;29/12/2008;Férias
27436;15/09/2008;05/10/2008;Férias
27437;07/10/2008;;Demissão
27437;26/05/2008;23/09/2008;Licença Maternidade
27437;18/02/2008;09/03/2008;Férias
27438;01/02/2011;;Demissão
27438;07/06/2010;27/06/2010;Férias
27438;31/12/2009;01/03/2010;Auxilio Doença
27438;16/02/2009;06/03/2009;Férias
27438;17/12/2008;29/12/2008;Férias
27438;20/10/2008;09/11/2008;Férias
27439;18/05/2007;;Demissão
27440;02/09/2008;;Demissão
27440;21/07/2008;10/08/2008;Férias
27441;13/02/2009;;Demissão
27441;08/01/2009;17/01/2009;Férias
27441;05/01/2009;08/01/2009;Férias
27441;10/11/2008;29/11/2008;Férias
27441;26/05/2008;15/06/2008;Férias
27442;02/09/2008;;Demissão
27442;18/02/2008;09/03/2008;Férias
27443;09/04/2007;;Demissão
27444;09/09/2009;;Demissão
27444;17/12/2008;29/12/2008;Férias
27444;18/02/2008;09/03/2008;Férias
27445;15/06/2009;;Demissão
27445;08/01/2009;22/01/2009;Férias
27445;05/01/2009;08/01/2009;Férias
27445;08/12/2008;11/12/2008;Férias
27445;10/11/2008;29/11/2008;Férias
27445;18/02/2008;09/03/2008;Férias
27446;15/09/2010;;Demissão
27446;21/12/2009;10/01/2010;Férias
27446;19/03/2009;01/06/2009;Auxilio Doença
27446;15/12/2008;04/01/2009;Férias
27446;08/09/2008;23/09/2008;Férias
27446;21/07/2008;31/07/2008;Férias
27447;02/07/2007;;Demissão
27448;19/08/2008;;Demissão
27449;14/09/2012;;Demissão
27449;19/01/2012;29/01/2012;Férias
27449;09/01/2012;19/01/2012;Férias
27449;19/12/2011;08/01/2012;Férias
27449;12/09/2011;12/10/2011;Férias
27449;30/08/2010;29/09/2010;Férias
27449;08/09/2009;26/09/2009;Férias
27449;17/12/2008;29/12/2008;Férias
27449;15/09/2008;15/10/2008;Férias
27450;20/08/2015;;Demissão
27450;26/06/2015;27/06/2015;Férias
27450;15/06/2015;26/06/2015;Férias
27450;16/06/2014;05/07/2014;Férias
27450;23/12/2013;12/01/2014;Férias
27450;28/10/2013;07/11/2013;Férias
27450;03/06/2013;03/07/2013;Férias
27450;19/12/2011;18/01/2012;Férias
27450;19/09/2011;19/10/2011;Férias
27450;17/02/2010;17/03/2010;Férias
27450;06/02/2009;08/02/2009;Férias
27450;19/01/2009;06/02/2009;Férias
27450;17/12/2008;29/12/2008;Férias
27450;16/06/2008;16/07/2008;Férias
27451;01/03/2013;;Demissão
27451;16/07/2012;26/07/2012;Férias
27451;06/02/2012;26/02/2012;Férias
27451;19/09/2011;19/10/2011;Férias
27451;22/02/2011;01/05/2011;Auxilio Doença
27451;11/10/2010;10/11/2010;Férias
27451;31/08/2009;10/09/2009;Férias
27451;08/12/2008;28/12/2008;Férias
27451;18/02/2008;19/03/2008;Férias
27452;18/10/2013;;Demissão
27452;28/01/2013;17/02/2013;Férias
27452;05/11/2012;05/12/2012;Férias
27452;19/09/2011;09/10/2011;Férias
27452;04/10/2010;24/10/2010;Férias
27452;05/10/2009;15/10/2009;Férias
27452;17/12/2008;06/01/2009;Férias
27452;16/06/2008;06/07/2008;Férias
27453;18/01/2007;;Demissão
27454;01/08/2007;;Demissão
27455;02/01/2008;;Demissão
27457;20/08/2015;;Demissão
27457;17/06/2015;04/07/2015;Férias
27457;08/09/2014;20/09/2014;Licença Remunerada
27457;30/06/2014;05/07/2014;Férias
27457;23/06/2014;30/06/2014;Férias
27457;23/12/2013;12/01/2014;Férias
27457;21/08/2013;24/08/2013;Férias
27457;12/08/2013;21/08/2013;Férias
27457;11/02/2013;04/03/2013;Férias
27457;10/12/2012;30/12/2012;Férias
27457;03/12/2012;08/12/2012;Férias
27457;02/01/2012;12/01/2012;Férias
27457;17/10/2011;01/11/2011;Férias
27457;21/02/2011;13/03/2011;Férias
27457;01/03/2010;15/03/2010;Férias
27457;08/01/2009;17/01/2009;Férias
27457;05/01/2009;08/01/2009;Férias
27457;10/11/2008;29/11/2008;Férias
27457;14/04/2008;04/05/2008;Férias
27458;01/04/2008;;Demissão
27459;13/08/2013;;Demissão
27459;05/11/2012;25/11/2012;Férias
27459;17/10/2011;06/11/2011;Férias
27459;18/10/2010;07/11/2010;Férias
27459;13/10/2009;02/11/2009;Férias
27459;03/11/2008;23/11/2008;Férias
27460;01/07/2008;;Demissão
27460;18/02/2008;09/03/2008;Férias
27461;04/05/2007;;Demissão
27462;15/06/2007;;Demissão
27463;11/12/2006;;Demissão
27464;02/01/2007;;Demissão
27465;17/01/2012;;Demissão
27465;17/10/2011;06/11/2011;Férias
27465;16/03/2011;10/09/2011;Auxilio Doença
27465;17/01/2011;16/02/2011;Férias
27465;22/02/2010;24/03/2010;Férias
27465;25/05/2009;12/06/2009;Férias
27465;17/12/2008;29/12/2008;Férias
27465;15/09/2008;15/10/2008;Férias
27466;02/04/2007;;Demissão
27467;12/09/2011;;Demissão
27467;28/02/2011;20/03/2011;Férias
27467;06/09/2010;26/09/2010;Férias
27467;02/03/2009;20/03/2009;Férias
27467;17/12/2008;29/12/2008;Férias
27467;17/03/2008;06/04/2008;Férias
27468;02/04/2007;;Demissão
27469;18/06/2010;;Demissão
27469;28/09/2009;16/10/2009;Férias
27469;17/12/2008;29/12/2008;Férias
27469;18/02/2008;19/03/2008;Férias
27470;06/05/2008;;Demissão
27470;18/02/2008;09/03/2008;Férias
27471;01/08/2008;;Demissão
27471;18/02/2008;09/03/2008;Férias
27472;02/03/2007;;Demissão
27473;01/03/2010;;Demissão
27473;13/07/2009;31/07/2009;Férias
27473;17/12/2008;29/12/2008;Férias
27473;18/02/2008;09/03/2008;Férias
27474;01/02/2007;;Demissão
27475;04/02/2014;;Demissão
27475;23/12/2013;12/01/2014;Férias
27475;14/10/2013;29/10/2013;Férias
27475;02/05/2013;17/05/2013;Férias
27475;23/04/2012;23/05/2012;Férias
27475;10/03/2011;09/04/2011;Férias
27475;01/12/2009;21/12/2009;Férias
27475;15/12/2008;04/01/2009;Férias
27475;14/04/2008;04/05/2008;Férias
27476;08/01/2010;;Demissão
27476;19/11/2009;01/01/2010;Auxilio Doença
27476;17/08/2009;04/09/2009;Férias
27476;17/12/2008;29/12/2008;Férias
27476;15/09/2008;05/10/2008;Férias
27477;12/09/2007;;Demissão
27479;18/07/2007;;Demissão
27480;04/04/2007;;Demissão
27483;04/04/2007;;Demissão
27485;03/10/2008;;Demissão
27485;07/07/2008;27/07/2008;Férias
27489;03/08/2007;;Demissão
27490;14/12/2007;;Demissão
27493;03/12/2007;;Demissão
27496;12/12/2007;;Demissão
27497;14/12/2007;;Demissão
27499;20/12/2018;31/12/2018;Férias
27499;14/05/2018;13/06/2018;Férias
27499;25/05/2017;04/06/2017;Atestado Médico
27499;05/09/2016;15/09/2016;Férias
27499;15/08/2016;04/09/2016;Férias
27499;21/12/2015;10/01/2016;Férias
27499;04/05/2015;24/05/2015;Férias
27499;06/03/2014;15/03/2014;Férias
27499;24/12/2013;04/01/2014;Férias
27499;09/09/2013;29/09/2013;Férias
27499;15/10/2012;04/11/2012;Férias
27499;03/01/2012;13/01/2012;Férias
27499;27/06/2011;17/07/2011;Férias
27499;20/12/2010;09/01/2011;Férias
27499;23/11/2009;12/12/2009;Férias
27499;22/12/2008;02/01/2009;Férias
27499;06/10/2008;26/10/2008;Férias
27500;03/01/2008;;Demissão
27501;01/04/2019;20/04/2019;Férias
27501;20/12/2018;31/12/2018;Férias
27501;25/06/2018;25/07/2018;Férias
27501;22/08/2016;11/09/2016;Férias
27501;10/08/2016;20/08/2016;Férias
27501;21/12/2015;04/01/2016;Licença Remunerada
27501;25/05/2015;03/06/2015;Férias
27501;04/05/2015;14/05/2015;Férias
27501;15/12/2014;26/12/2014;Férias
27501;14/07/2014;16/07/2014;Férias
27501;06/03/2014;17/03/2014;Férias
27501;24/12/2013;04/01/2014;Férias
27501;10/06/2013;30/06/2013;Férias
27501;30/04/2012;30/05/2012;Férias
27501;04/04/2011;24/04/2011;Férias
27501;26/04/2010;16/05/2010;Férias
27501;27/07/2009;15/08/2009;Férias
27501;22/12/2008;02/01/2009;Férias
27501;30/07/2007;19/08/2007;Férias
27503;14/02/2019;;Demissão
27503;20/12/2018;31/12/2018;Férias
27503;10/09/2018;06/10/2018;Férias
27503;07/09/2016;11/09/2016;Férias
27503;22/08/2016;07/09/2016;Férias
27503;10/08/2016;20/08/2016;Férias
27503;05/01/2016;09/01/2016;Férias
27503;21/12/2015;05/01/2016;Férias
27503;20/07/2015;03/08/2015;Férias
27503;13/05/2015;14/05/2015;Férias
27503;04/05/2015;13/05/2015;Férias
27503;13/04/2015;23/04/2015;Férias
27503;15/12/2014;26/12/2014;Férias
27503;18/08/2014;26/08/2014;Férias
27503;06/03/2014;17/03/2014;Férias
27503;24/12/2013;04/01/2014;Férias
27503;03/06/2013;19/06/2013;Férias
27503;15/10/2012;04/11/2012;Férias
27503;01/11/2011;11/11/2011;Férias
27503;11/04/2011;01/05/2011;Férias
27503;28/12/2010;17/01/2011;Férias
27503;23/11/2009;12/12/2009;Férias
27503;22/12/2008;02/01/2009;Férias
27503;21/01/2008;10/02/2008;Férias
27505;07/01/2010;;Demissão
27505;22/12/2009;01/01/2010;Férias
27505;22/12/2008;11/01/2009;Férias
27505;08/01/2008;28/01/2008;Férias
27508;07/08/2014;;Demissão
27508;12/05/2014;22/05/2014;Férias
27508;22/04/2014;05/05/2014;Férias
27508;15/03/2014;17/03/2014;Férias
27508;06/03/2014;15/03/2014;Férias
27508;24/12/2013;04/01/2014;Férias
27508;05/08/2013;15/08/2013;Férias
27508;08/07/2013;18/07/2013;Férias
27508;06/06/2013;16/06/2013;Férias
27508;27/05/2013;06/06/2013;Férias
27508;22/10/2012;27/10/2012;Férias
27508;04/10/2011;19/10/2011;Férias
27508;18/04/2011;28/04/2011;Férias
27508;31/01/2011;02/03/2011;Férias
27508;23/08/2010;12/09/2010;Férias
27508;13/07/2009;01/08/2009;Férias
27508;22/12/2008;02/01/2009;Férias
27508;22/09/2008;02/10/2008;Férias
27508;21/01/2008;10/02/2008;Férias
27510;01/10/2015;;Demissão
27510;15/06/2015;04/07/2015;Férias
27510;18/02/2015;28/02/2015;Férias
27510;01/12/2014;21/12/2014;Férias
27510;09/12/2013;08/01/2014;Férias
27510;06/08/2012;05/09/2012;Férias
27510;27/06/2011;27/07/2011;Férias
27510;13/10/2010;10/11/2010;Férias
27510;06/02/2009;08/02/2009;Férias
27510;19/01/2009;06/02/2009;Férias
27510;17/12/2008;29/12/2008;Férias
27510;16/06/2008;16/07/2008;Férias
27511;10/07/2007;;Demissão
27512;06/02/2008;;Demissão
27513;18/03/2015;;Demissão
27513;05/01/2015;20/01/2015;Férias
27513;23/12/2013;07/01/2014;Férias
27513;23/09/2013;23/10/2013;Férias
27513;27/03/2013;23/09/2013;Licença Maternidade
27513;05/03/2012;04/04/2012;Férias
27513;01/06/2011;01/07/2011;Férias
27513;03/12/2010;01/06/2011;Licença Maternidade
27513;03/11/2010;03/12/2010;Férias
27513;06/10/2009;22/10/2009;Férias
27513;15/12/2008;29/12/2008;Férias
27513;07/07/2008;27/07/2008;Férias
27514;17/01/2014;;Demissão
27514;09/12/2013;08/01/2014;Férias
27514;17/12/2012;06/01/2013;Férias
27514;25/06/2012;05/07/2012;Férias
27514;30/05/2011;29/06/2011;Férias
27514;26/03/2010;01/05/2011;Seguro Acidente de Trabalho
27514;03/11/2009;19/11/2009;Férias
27514;15/12/2008;29/12/2008;Férias
27514;18/08/2008;18/08/2008;Férias
27514;28/07/2008;17/08/2008;Férias
27515;21/05/2009;;Demissão
27515;02/03/2009;11/03/2009;Auxilio Doença
27515;19/01/2009;01/02/2009;Férias
27515;15/12/2008;29/12/2008;Férias
27515;15/09/2008;05/10/2008;Férias
27516;14/09/2011;;Demissão
27516;07/03/2011;06/04/2011;Férias
27516;22/03/2010;21/04/2010;Férias
27516;22/06/2009;10/07/2009;Férias
27516;17/12/2008;29/12/2008;Férias
27516;21/07/2008;20/08/2008;Férias
27517;17/11/2014;;Demissão
27517;03/07/2014;05/07/2014;Férias
27517;23/06/2014;03/07/2014;Férias
27517;23/12/2013;12/01/2014;Férias
27517;18/02/2013;20/03/2013;Férias
27517;19/03/2012;18/04/2012;Férias
27517;23/05/2011;22/06/2011;Férias
27517;02/08/2010;22/08/2010;Férias
27517;28/04/2009;16/05/2009;Férias
27517;17/12/2008;29/12/2008;Férias
27517;18/02/2008;09/03/2008;Férias
27518;30/12/2009;;Demissão
27518;08/01/2009;17/01/2009;Férias
27518;05/01/2009;08/01/2009;Férias
27518;17/11/2008;06/12/2008;Férias
27518;18/02/2008;09/03/2008;Férias
27519;05/01/2009;;Demissão
27519;18/12/2008;28/12/2008;Férias
27519;08/12/2008;18/12/2008;Férias
27519;17/11/2008;07/12/2008;Férias
27519;14/07/2008;03/08/2008;Férias
27520;01/07/2008;;Demissão
27520;18/02/2008;09/03/2008;Férias
27520;01/10/2007;29/01/2008;Licença Maternidade
27521;01/04/2014;;Demissão
27521;12/03/2014;01/04/2014;Férias
27521;31/12/2013;07/01/2014;Férias
27521;23/12/2013;31/12/2013;Férias
27521;28/10/2013;07/11/2013;Férias
27521;12/08/2013;24/08/2013;Férias
27521;20/02/2013;22/03/2013;Férias
27521;16/01/2012;05/02/2012;Férias
27521;07/02/2011;27/02/2011;Férias
27521;07/06/2010;07/07/2010;Férias
27521;19/10/2009;06/11/2009;Férias
27521;17/12/2008;29/12/2008;Férias
27521;20/10/2008;09/11/2008;Férias
27522;04/10/2010;;Demissão
27522;14/06/2010;03/07/2010;Férias
27522;08/01/2009;19/01/2009;Férias
27522;05/01/2009;08/01/2009;Férias
27522;17/11/2008;06/12/2008;Férias
27522;18/02/2008;09/03/2008;Férias
27522;27/12/2006;28/12/2006;Seguro Acidente de Trabalho
27523;07/04/2008;;Demissão
27524;01/08/2008;;Demissão
27524;18/02/2008;09/03/2008;Férias
27525;04/05/2007;;Demissão
27526;16/04/2010;;Demissão
27526;08/09/2009;01/12/2009;Auxilio Doença
27526;29/06/2009;17/07/2009;Férias
27526;17/12/2008;29/12/2008;Férias
27526;03/11/2008;23/11/2008;Férias
27526;04/07/2007;11/02/2008;Auxilio Doença
27527;07/03/2008;;Demissão
27528;01/10/2007;;Demissão
27529;15/10/2007;;Demissão
27529;13/02/2007;02/04/2007;Auxilio Doença
27530;02/01/2008;;Demissão
27531;03/10/2007;;Demissão
27532;20/08/2015;;Demissão
27532;19/01/2015;16/02/2015;Férias
27532;03/07/2014;05/07/2014;Férias
27532;23/06/2014;03/07/2014;Férias
27532;23/12/2013;12/01/2014;Férias
27532;15/04/2013;15/05/2013;Férias
27532;26/12/2011;25/01/2012;Férias
27532;20/12/2010;09/01/2011;Férias
27532;21/12/2009;20/01/2010;Férias
27532;25/05/2009;12/06/2009;Férias
27532;17/12/2008;29/12/2008;Férias
27532;10/11/2008;10/12/2008;Férias
27533;02/04/2007;;Demissão
27534;01/04/2011;;Demissão
27534;20/09/2010;20/10/2010;Férias
27534;27/07/2009;14/08/2009;Férias
27534;17/12/2008;29/12/2008;Férias
27534;20/10/2008;09/11/2008;Férias
27535;17/07/2009;;Demissão
27535;08/01/2009;17/01/2009;Férias
27535;05/01/2009;08/01/2009;Férias
27535;10/11/2008;29/11/2008;Férias
27535;18/02/2008;09/03/2008;Férias
27536;20/07/2007;;Demissão
27537;01/07/2014;;Demissão
27537;23/12/2013;12/01/2014;Férias
27537;11/11/2013;01/12/2013;Férias
27537;08/10/2012;28/10/2012;Férias
27537;30/05/2011;19/06/2011;Férias
27537;18/01/2010;06/02/2010;Férias
27537;06/02/2009;08/02/2009;Férias
27537;19/01/2009;06/02/2009;Férias
27537;17/12/2008;29/12/2008;Férias
27537;20/10/2008;09/11/2008;Férias
27537;17/01/2007;02/04/2007;Auxilio Doença
27538;02/02/2009;;Demissão
27538;17/12/2008;29/12/2008;Férias
27538;12/08/2008;11/09/2008;Férias
27539;15/02/2015;;Demissão
27539;23/12/2013;12/01/2014;Férias
27539;30/10/2013;19/11/2013;Férias
27539;22/10/2012;11/11/2012;Férias
27539;25/01/2011;14/02/2011;Férias
27539;22/07/2010;11/08/2010;Férias
27539;15/12/2008;04/01/2009;Férias
27539;21/07/2008;10/08/2008;Férias
27540;05/02/2007;;Demissão
27541;03/06/2009;;Demissão
27541;15/12/2008;04/01/2009;Férias
27541;28/01/2008;17/02/2008;Férias
27542;04/10/2010;;Demissão
27542;08/09/2009;11/09/2009;Férias
27542;19/01/2009;01/02/2009;Férias
27542;15/12/2008;29/12/2008;Férias
27542;13/10/2008;02/11/2008;Férias
27543;07/02/2008;;Demissão
27544;14/01/2016;;Demissão
27544;21/12/2015;02/01/2016;Férias
27544;10/12/2015;21/12/2015;Férias
27544;08/06/2015;27/06/2015;Férias
27544;02/09/2014;04/09/2014;Licença Remunerada
27544;16/06/2014;12/07/2014;Férias
27544;04/03/2014;08/03/2014;Férias
27544;17/02/2014;04/03/2014;Férias
27544;23/12/2013;07/01/2014;Férias
27544;21/01/2013;10/02/2013;Férias
27544;06/02/2012;26/02/2012;Férias
27544;19/09/2011;09/10/2011;Férias
27544;07/02/2011;17/02/2011;Férias
27544;23/08/2010;12/09/2010;Férias
27544;22/06/2009;25/06/2009;Férias
27544;19/01/2009;01/02/2009;Férias
27544;15/12/2008;29/12/2008;Férias
27544;18/02/2008;09/03/2008;Férias
27545;02/01/2007;;Demissão
27546;17/09/2009;;Demissão
27546;19/01/2009;01/02/2009;Férias
27546;15/12/2008;29/12/2008;Férias
27546;25/08/2008;14/09/2008;Férias
27547;10/11/2015;;Demissão
27547;08/06/2015;27/06/2015;Férias
27547;26/06/2014;05/07/2014;Férias
27547;16/06/2014;26/06/2014;Férias
27547;23/12/2013;12/01/2014;Férias
27547;25/11/2013;13/12/2013;Férias
27547;28/08/2013;01/11/2013;Auxilio Doença
27547;12/08/2013;24/08/2013;Férias
27547;12/11/2012;12/12/2012;Férias
27547;11/07/2011;10/08/2011;Férias
27547;08/11/2010;28/11/2010;Férias
27547;19/10/2009;31/10/2009;Férias
27547;17/12/2008;29/12/2008;Férias
27547;01/09/2008;21/09/2008;Férias
27548;17/04/2007;;Demissão
27549;01/01/2015;;Suspensão Contrato de Trabalho
27549;21/04/2012;01/01/2015;Auxilio Doença
27549;02/01/2012;01/02/2012;Férias
27549;04/04/2011;04/05/2011;Férias
27549;27/09/2010;14/10/2010;Férias
27549;19/01/2009;01/02/2009;Férias
27549;05/01/2009;15/01/2009;Férias
27549;17/11/2008;07/12/2008;Férias
27549;18/02/2008;19/03/2008;Férias
27551;04/07/2008;;Demissão
27551;14/04/2008;04/05/2008;Férias
27552;05/04/2007;;Demissão
27553;05/04/2013;;Demissão
27553;28/01/2013;17/02/2013;Férias
27553;21/12/2012;31/12/2012;Férias
27553;30/01/2012;29/02/2012;Férias
27553;09/03/2011;08/04/2011;Férias
27553;08/11/2010;08/03/2011;Licença Maternidade
27553;08/02/2010;28/02/2010;Férias
27553;05/10/2009;08/10/2009;Férias
27553;19/01/2009;01/02/2009;Férias
27553;15/12/2008;29/12/2008;Férias
27553;27/10/2008;16/11/2008;Férias
27553;11/02/2008;15/03/2008;Auxilio Doença
27554;02/07/2007;;Demissão
27555;02/05/2008;;Demissão
27555;10/05/2007;30/06/2007;Auxilio Doença
27556;16/11/2009;;Demissão
27556;31/08/2009;03/09/2009;Férias
27556;19/01/2009;01/02/2009;Férias
27556;15/12/2008;29/12/2008;Férias
27556;15/09/2008;05/10/2008;Férias
27557;16/02/2009;;Demissão
27557;22/12/2008;02/01/2009;Férias
27557;13/10/2008;12/11/2008;Férias
27558;02/09/2008;;Demissão
27558;18/02/2008;19/03/2008;Férias
27559;04/06/2007;;Demissão
27560;02/03/2009;;Demissão
27560;15/12/2008;29/12/2008;Férias
27560;15/09/2008;15/10/2008;Férias
27561;01/08/2007;;Demissão
27562;03/03/2009;;Demissão
27562;19/01/2009;01/02/2009;Férias
27562;08/01/2009;19/01/2009;Férias
27562;05/01/2009;08/01/2009;Férias
27562;17/11/2008;06/12/2008;Férias
27562;07/04/2008;27/04/2008;Férias
27563;14/12/2007;;Demissão
27564;14/12/2007;;Demissão
27571;16/12/2011;;Demissão
27571;18/04/2011;08/05/2011;Férias
27571;12/07/2010;01/08/2010;Férias
27571;21/12/2009;10/01/2010;Férias
27571;24/11/2008;14/12/2008;Férias
27571;04/01/2008;02/02/2008;Auxilio Doença
27575;03/12/2007;;Demissão
27576;14/12/2007;;Demissão
27577;11/08/2008;;Demissão
27580;01/08/2007;;Demissão
27582;02/05/2007;;Demissão
27583;02/07/2007;;Demissão
27584;12/11/2007;;Demissão
27585;08/05/2009;;Demissão
27585;02/02/2009;04/03/2009;Férias
27585;24/11/2008;14/12/2008;Férias
27592;01/10/2008;;Demissão
27610;11/02/2008;;Demissão
27611;04/06/2007;;Demissão
27612;06/07/2009;;Demissão
27612;17/12/2008;29/12/2008;Férias
27612;10/11/2008;30/11/2008;Férias
27613;14/03/2007;;Demissão
27614;08/05/2007;;Demissão
27615;20/08/2015;;Demissão
27615;08/09/2014;20/09/2014;Licença Remunerada
27615;14/07/2014;02/08/2014;Férias
27615;10/01/2014;12/01/2014;Férias
27615;23/12/2013;10/01/2014;Férias
27615;21/10/2013;31/10/2013;Férias
27615;22/08/2013;24/08/2013;Férias
27615;12/08/2013;22/08/2013;Férias
27615;31/01/2013;20/02/2013;Férias
27615;21/01/2013;31/01/2013;Férias
27615;25/06/2012;05/07/2012;Férias
27615;19/01/2012;29/01/2012;Férias
27615;09/01/2012;19/01/2012;Férias
27615;19/12/2011;08/01/2012;Férias
27615;18/07/2011;17/08/2011;Férias
27615;07/06/2010;07/07/2010;Férias
27615;18/05/2009;05/06/2009;Férias
27615;17/12/2008;29/12/2008;Férias
27615;18/02/2008;09/03/2008;Férias
27616;02/08/2013;;Demissão
27616;24/12/2012;23/01/2013;Férias
27616;19/12/2011;18/01/2012;Férias
27616;22/11/2010;22/12/2010;Férias
27616;21/12/2009;02/01/2010;Férias
27616;14/08/2009;28/10/2009;Auxilio Doença
27616;17/12/2008;29/12/2008;Férias
27616;15/09/2008;05/10/2008;Férias
27617;02/02/2007;;Demissão
27618;05/05/2009;;Demissão
27618;17/12/2008;29/12/2008;Férias
27618;23/06/2008;23/07/2008;Férias
27619;05/12/2007;;Demissão
27620;03/02/2014;;Demissão
27620;23/12/2013;07/01/2014;Férias
27620;28/10/2013;07/11/2013;Férias
27620;10/06/2013;10/07/2013;Férias
27620;21/05/2012;20/06/2012;Férias
27620;29/08/2011;18/09/2011;Férias
27620;24/01/2011;23/02/2011;Férias
27620;28/10/2010;01/01/2011;Auxilio Doença
27620;08/06/2009;26/06/2009;Férias
27620;17/12/2008;29/12/2008;Férias
27620;15/09/2008;05/10/2008;Férias
27621;20/07/2009;;Demissão
27621;13/12/2008;28/12/2008;Férias
27622;18/05/2010;;Demissão
27622;01/03/2010;24/03/2010;Férias
27622;05/01/2009;12/01/2009;Férias
27623;19/04/2007;;Demissão
27624;08/09/2008;;Demissão
27625;03/10/2007;;Demissão
27626;03/03/2008;;Demissão
27627;20/05/2008;;Demissão
27627;18/02/2008;09/03/2008;Férias
27628;13/12/2007;;Demissão
27629;02/06/2008;;Demissão
27629;18/02/2008;09/03/2008;Férias
27630;07/11/2007;;Demissão
27631;02/09/2008;;Demissão
27632;03/09/2007;;Demissão
27633;04/06/2007;;Demissão
27634;01/03/2007;;Demissão
27635;18/01/2012;;Demissão
27635;02/01/2012;12/01/2012;Férias
27635;16/05/2011;15/06/2011;Férias
27635;26/04/2010;16/05/2010;Férias
27635;30/11/2009;12/12/2009;Férias
27635;17/12/2008;29/12/2008;Férias
27635;06/10/2008;26/10/2008;Férias
27636;20/08/2015;;Demissão
27636;15/06/2015;04/07/2015;Férias
27636;22/12/2014;11/01/2015;Férias
27636;17/12/2014;20/12/2014;Férias
27636;23/06/2014;05/07/2014;Férias
27636;23/12/2013;07/01/2014;Férias
27636;17/06/2013;17/07/2013;Férias
27636;03/12/2012;02/01/2013;Férias
27636;05/12/2011;04/01/2012;Férias
27636;27/09/2010;21/10/2010;Férias
27636;19/10/2009;29/10/2009;Férias
27636;08/12/2008;28/12/2008;Férias
27636;22/09/2008;12/10/2008;Férias
27637;13/07/2007;;Demissão
27638;01/02/2011;;Demissão
27638;01/03/2010;21/03/2010;Férias
27638;14/12/2009;17/12/2009;Férias
27638;19/01/2009;01/02/2009;Férias
27638;15/12/2008;29/12/2008;Férias
27638;10/11/2008;30/11/2008;Férias
27639;20/08/2015;;Demissão
27639;29/06/2015;04/07/2015;Férias
27639;17/06/2015;29/06/2015;Férias
27639;24/06/2014;12/07/2014;Férias
27639;16/06/2014;24/06/2014;Férias
27639;23/12/2013;12/01/2014;Férias
27639;05/11/2013;07/11/2013;Férias
27639;28/10/2013;05/11/2013;Férias
27639;12/08/2013;24/08/2013;Férias
27639;17/02/2013;27/02/2013;Férias
27639;28/01/2013;17/02/2013;Férias
27639;21/12/2012;31/12/2012;Férias
27639;20/08/2012;19/09/2012;Férias
27639;22/02/2012;20/08/2012;Licença Maternidade
27639;17/10/2011;06/11/2011;Férias
27639;18/10/2010;07/11/2010;Férias
27639;28/09/2009;15/10/2009;Férias
27639;19/01/2009;01/02/2009;Férias
27639;24/11/2008;24/12/2008;Férias
27639;06/08/2008;31/10/2008;Auxilio Doença
27639;06/12/2007;10/02/2008;Auxilio Doença
27639;09/10/2007;30/11/2007;Auxilio Doença
27640;15/10/2008;;Demissão
27640;22/04/2008;20/08/2008;Licença Maternidade
27641;01/08/2008;;Demissão
27642;07/10/2008;;Demissão
27643;01/10/2007;;Demissão
27644;04/06/2014;;Demissão
27644;25/05/2014;01/06/2014;Licença Remunerada
27644;05/05/2014;25/05/2014;Férias
27644;09/12/2013;08/01/2014;Férias
27644;10/09/2012;30/09/2012;Férias
27644;06/06/2011;26/06/2011;Férias
27644;17/05/2010;01/06/2010;Férias
27644;01/04/2009;30/04/2009;Auxilio Doença
27644;13/12/2008;28/12/2008;Férias
27645;01/02/2008;;Demissão
27646;11/05/2007;;Demissão
27647;02/03/2007;;Demissão
27648;01/11/2007;;Demissão
27649;16/06/2008;;Demissão
27650;16/06/2008;;Demissão
27650;02/04/2008;10/05/2008;Auxilio Doença
27651;04/04/2014;;Demissão
27651;05/03/2014;15/03/2014;Férias
27651;16/12/2013;05/01/2014;Férias
27651;25/06/2012;05/07/2012;Férias
27651;09/01/2012;29/01/2012;Férias
27651;12/12/2011;01/01/2012;Férias
27651;23/08/2010;21/12/2010;Licença Maternidade
