C740;Neoplasia maligna do córtex da supra-renal;Primeiro Cadastro
C741;Neoplasia maligna da medula da supra-renal;Primeiro Cadastro
C749;Neoplasia maligna da glândula supra-renal, não especificada;Primeiro Cadastro
C750;Neoplasia maligna da glândula paratireóide;Primeiro Cadastro
C751;Neoplasia maligna da glândula hipófise (pituitária);Primeiro Cadastro
C752;Neoplasia maligna do conduto craniofaríngeo;Primeiro Cadastro
C753;Neoplasia maligna da glândula pineal;Primeiro Cadastro
C754;Neoplasia maligna do corpo carotídeo;Primeiro Cadastro
C755;Neoplasia maligna do corpo aórtico e outros paragânglios;Primeiro Cadastro
C758;Neoplasia maligna com comprometimento pluriglandular, sem outra especificação;Primeiro Cadastro
C759;Neoplasia maligna de glândula endócrina, não especificada;Primeiro Cadastro
C760;Neoplasia maligna da cabeça, face e pescoço;Primeiro Cadastro
C761;Neoplasia maligna do tórax;Primeiro Cadastro
C762;Neoplasia maligna do abdome;Primeiro Cadastro
C763;Neoplasia maligna da pelve;Primeiro Cadastro
C764;Neoplasia maligna do membro superior;Primeiro Cadastro
C765;Neoplasia maligna do membro inferior;Primeiro Cadastro
C767;Neoplasia maligna de outras localizações mal definidas;Primeiro Cadastro
C768;Neoplasia maligna de outras localizações e das mal definidas com lesão invasiva;Primeiro Cadastro
C770;Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça, face e pescoço;Primeiro Cadastro
C771;Neoplasia maligna secundária e não especificada dos gânglios linfáticos intratorácicos;Primeiro Cadastro
C772;Neoplasia maligna secundária e não especificada dos gânglios linfáticos intra-abdominais;Primeiro Cadastro
C773;Neoplasia maligna secundária e não especificada dos gânglios linfáticos axilares e dos membros superiores;Primeiro Cadastro
C774;Neoplasia maligna secundária e não especificada dos gânglios linfáticos inguinais e dos membros inferiores;Primeiro Cadastro
C775;Neoplasia maligna secundária e não especificada dos gânglios linfáticos intrapélvicos;Primeiro Cadastro
C778;Neoplasia maligna secundária e não especificada dos gânglios linfáticos de múltiplas regiões;Primeiro Cadastro
C779;Neoplasia maligna secundária e não especificada de gânglio linfático, não especificado;Primeiro Cadastro
C780;Neoplasia maligna secundária dos pulmões;Primeiro Cadastro
C781;Neoplasia maligna secundária do mediastino;Primeiro Cadastro
C782;Neoplasia maligna secundária da pleura;Primeiro Cadastro
C783;Neoplasia maligna secundária de outros órgãos respiratórios e não especificados;Primeiro Cadastro
C784;Neoplasia maligna secundária do intestino delgado;Primeiro Cadastro
C785;Neoplasia maligna secundária do intestino grosso e do reto;Primeiro Cadastro
C786;Neoplasia maligna secundária do retroperitônio e do peritônio;Primeiro Cadastro
C787;Neoplasia maligna secundária do fígado;Primeiro Cadastro
C788;Neoplasia maligna secundária de outros órgãos digestivos e não especificados;Primeiro Cadastro
C790;Neoplasia maligna secundária do rim e da pelve renal;Primeiro Cadastro
C791;Neoplasia maligna secundária da bexiga, de outro órgão urinário e não especificado;Primeiro Cadastro
C792;Neoplasia maligna secundária da pele;Primeiro Cadastro
C793;Neoplasia maligna secundária do encéfalo e das meninges cerebrais;Primeiro Cadastro
C794;Neoplasia maligna secundária de outras partes do sistema nervoso e não especificadas;Primeiro Cadastro
C795;Neoplasia maligna secundária dos ossos e da medula óssea;Primeiro Cadastro
C796;Neoplasia maligna secundária do ovário;Primeiro Cadastro
C797;Neoplasia maligna secundária das glândulas supra-renais (adrenais);Primeiro Cadastro
C798;Neoplasia maligna secundária de outra localização especificada;Primeiro Cadastro
C80;Neoplasia maligna, sem especificação de localização;Primeiro Cadastro
C810;Doença de Hodgkin, predominância linfocítica;Primeiro Cadastro
C811;Doença de Hodgkin, esclerose nodular;Primeiro Cadastro
C812;Doença de Hodgkin, celularidade mista;Primeiro Cadastro
C813;Doença de Hodgkin, depleção linfocítica;Primeiro Cadastro
C817;Outra forma da doença de Hodgkin;Primeiro Cadastro
C819;Doença de Hodgkin, não especificada;Primeiro Cadastro
C820;Linfoma não-Hodgkin, pequenas células clivadas, folicular;Primeiro Cadastro
C821;Linfoma não-Hodgkin, misto, de pequenas e grandes células clivadas, folicular;Primeiro Cadastro
C822;Linfoma não-Hodgkin, grandes células, folicular;Primeiro Cadastro
C827;Outros tipos de linfoma não-Hodgkin, folicular;Primeiro Cadastro
C829;Linfoma não-Hodgkin, folicular, não especificado;Primeiro Cadastro
C830;Linfoma não-Hodgkin difuso, pequenas células (difuso);Primeiro Cadastro
C831;Linfoma não-Hodgkin difuso, pequenas células clivadas (difuso);Primeiro Cadastro
C832;Linfoma não-Hodgkin difuso, misto, de pequenas e grandes células (difuso);Primeiro Cadastro
C833;Linfoma não-Hodgkin difuso, grandes células (difuso);Primeiro Cadastro
C834;Linfoma não-Hodgkin difuso, imunoblástico (difuso);Primeiro Cadastro
C835;Linfoma não-Hodgkin difuso, linfoblástico (difuso);Primeiro Cadastro
C836;Linfoma não-Hodgkin difuso, indiferenciado (difuso);Primeiro Cadastro
C837;Tumor de Burkitt;Primeiro Cadastro
C838;Outros tipos de linfoma não-Hodgkin difuso;Primeiro Cadastro
C839;Linfoma não-Hodgkin difuso, não especificado;Primeiro Cadastro
C840;Micose fungóide;Primeiro Cadastro
C841;Doença de Sézary;Primeiro Cadastro
C842;Linfoma da zona T;Primeiro Cadastro
C843;Linfoma linfoepitelióide;Primeiro Cadastro
C844;Linfoma de células T, periférico;Primeiro Cadastro
C845;Outros linfomas de células T e os não especificados;Primeiro Cadastro
C850;Linfossarcoma;Primeiro Cadastro
C851;Linfoma de células B, não especificado;Primeiro Cadastro
C857;Outros tipos especificados de linfoma não-Hodgkin;Primeiro Cadastro
C859;Linfoma não-Hodgkin de tipo não especificado;Primeiro Cadastro
C880;Macroglobulinemia de Waldenström;Primeiro Cadastro
C881;Doença de cadeia pesada alfa;Primeiro Cadastro
C882;Doença de cadeia pesada gama;Primeiro Cadastro
C883;Doença imunoproliferativa do intestino delgado;Primeiro Cadastro
C887;Outras doenças imunoproliferativas malignas;Primeiro Cadastro
C889;Doença imunoproliferativa maligna, não especificada;Primeiro Cadastro
C900;Mieloma múltiplo;Primeiro Cadastro
C901;Leucemia plasmocitária;Primeiro Cadastro
C902;Plasmocitoma extramedular;Primeiro Cadastro
C910;Leucemia linfoblástica aguda;Primeiro Cadastro
C911;Leucemia linfocítica crônica;Primeiro Cadastro
C912;Leucemia linfocítica subaguda;Primeiro Cadastro
C913;Leucemia pró-linfocítica;Primeiro Cadastro
C914;Leucemia de células pilosas;Primeiro Cadastro
C915;Leucemia de células T do adulto;Primeiro Cadastro
C917;Outras leucemias linfóides;Primeiro Cadastro
C919;Leucemia linfóide, não especificada;Primeiro Cadastro
C920;Leucemia mielóide aguda;Primeiro Cadastro
C921;Leucemia mielóide crônica;Primeiro Cadastro
C922;Leucemia mielóide subaguda;Primeiro Cadastro
C923;Sarcoma mielóide;Primeiro Cadastro
C924;Leucemia pró-mielocítica aguda;Primeiro Cadastro
C925;Leucemia mielomonocítica aguda;Primeiro Cadastro
C927;Outras leucemias mielóides;Primeiro Cadastro
C929;Leucemia mielóide, não especificada;Primeiro Cadastro
C930;Leucemia monocítica aguda;Primeiro Cadastro
C931;Leucemia monocítica crônica;Primeiro Cadastro
C932;Leucemia monocítica subaguda;Primeiro Cadastro
C937;Outras leucemias monocíticas;Primeiro Cadastro
C939;Leucemia monocítica, não especificada;Primeiro Cadastro
C940;Eritremia e eritroleucemia agudas;Primeiro Cadastro
C941;Eritremia crônica;Primeiro Cadastro
C942;Leucemia megacarioblástica aguda;Primeiro Cadastro
C943;Leucemia de mastócitos;Primeiro Cadastro
C944;Panmielose aguda;Primeiro Cadastro
C945;Mielofibrose aguda;Primeiro Cadastro
C947;Outras leucemias especificadas;Primeiro Cadastro
C950;Leucemia aguda de tipo celular não especificado;Primeiro Cadastro
C951;Leucemia crônica de tipo celular não especificado;Primeiro Cadastro
C952;Leucemia subaguda de tipo celular não especificado;Primeiro Cadastro
C957;Outras leucemias de tipo celular não especificado;Primeiro Cadastro
C959;Leucemia não especificada;Primeiro Cadastro
C960;Doença de Letterer-Siwe;Primeiro Cadastro
C961;Histiocitose maligna;Primeiro Cadastro
C962;Tumor maligno de mastócitos;Primeiro Cadastro
C963;Linfoma histiocítico verdadeiro;Primeiro Cadastro
C967;Outras neoplasias malignas especificadas dos tecidos linfático, hematopoético e tecidos correlatos;Primeiro Cadastro
C969;Neoplasia maligna dos tecidos linfático, hematopoético e tecidos correlatos, não especificada;Primeiro Cadastro
C97;Neoplasias malignas de localizações múltiplas independentes (primárias);Primeiro Cadastro
D000;Carcinoma in situ dos lábios, cavidade oral e faringe;Primeiro Cadastro
D001;Carcinoma in situ do esôfago;Primeiro Cadastro
D002;Carcinoma in situ do estômago;Primeiro Cadastro
D010;Carcinoma in situ do cólon;Primeiro Cadastro
D011;Carcinoma in situ da junção retossigmóide;Primeiro Cadastro
D012;Carcinoma in situ do reto;Primeiro Cadastro
D013;Carcinoma in situ do ânus e canal anal;Primeiro Cadastro
D014;Carcinoma in situ de outras partes do intestino e as não especificadas;Primeiro Cadastro
D015;Carcinoma in situ do fígado, vesícula biliar e vias biliares;Primeiro Cadastro
D017;Carcinoma in situ de outros órgãos especificados do aparelho digestivo;Primeiro Cadastro
D019;Carcinoma in situ de órgãos digestivos, não especificado;Primeiro Cadastro
D020;Carcinoma in situ da laringe;Primeiro Cadastro
D021;Carcinoma in situ da traquéia;Primeiro Cadastro
D022;Carcinoma in situ dos brônquios e pulmões;Primeiro Cadastro
D023;Carcinoma in situ de outras partes do aparelho respiratório;Primeiro Cadastro
D029;Carcinoma in situ do aparelho respiratório, não especificado;Primeiro Cadastro
D030;Melanoma in situ do lábio;Primeiro Cadastro
D031;Melanoma in situ da pálpebra, incluindo o canto;Primeiro Cadastro
D032;Melanoma in situ da orelha e do conduto auditivo externo;Primeiro Cadastro
D033;Melanoma in situ de outras partes, e de partes não especificadas da face;Primeiro Cadastro
D034;Melanoma in situ do couro cabeludo e do pescoço;Primeiro Cadastro
D035;Melanoma in situ do tronco;Primeiro Cadastro
D036;Melanoma in situ dos membros superiores, incluindo ombro;Primeiro Cadastro
D037;Melanoma in situ dos membros inferiores, incluindo quadril;Primeiro Cadastro
D038;Melanoma in situ de outras localizações;Primeiro Cadastro
D039;Melanoma in situ, não especificado;Primeiro Cadastro
D040;Carcinoma in situ da pele do lábio;Primeiro Cadastro
D041;Carcinoma in situ da pele da pálpebra, incluindo o canto;Primeiro Cadastro
D042;Carcinoma in situ da pele da orelha e do conduto auditivo externo;Primeiro Cadastro
D043;Carcinoma in situ da pele de outras partes e de partes não especificadas da face;Primeiro Cadastro
D044;Carcinoma in situ da pele do couro cabeludo e do pescoço;Primeiro Cadastro
D045;Carcinoma in situ da pele do tronco;Primeiro Cadastro
D046;Carcinoma in situ da pele dos membros superiores, incluindo ombro;Primeiro Cadastro
D047;Carcinoma in situ da pele dos membros inferiores, incluindo quadril;Primeiro Cadastro
D048;Carcinoma in situ da pele de outras localizações;Primeiro Cadastro
D049;Carcinoma in situ da pele, não especificada;Primeiro Cadastro
D050;Carcinoma lobular in situ;Primeiro Cadastro
D051;Carcinoma intraductal in situ;Primeiro Cadastro
D057;Outros carcinomas in situ;Primeiro Cadastro
D059;Carcinoma in situ da mama, não especificado;Primeiro Cadastro
D060;Carcinoma in situ do endocérvix;Primeiro Cadastro
D061;Carcinoma in situ do exocérvix;Primeiro Cadastro
D067;Carcinoma in situ de outras partes do colo do útero;Primeiro Cadastro
D069;Carcinoma in situ do colo do útero, não especificado;Primeiro Cadastro
D070;Carcinoma in situ do endométrio;Primeiro Cadastro
D071;Carcinoma in situ da vulva;Primeiro Cadastro
D072;Carcinoma in situ da vagina;Primeiro Cadastro
D073;Carcinoma in situ de outros órgãos genitais femininos e os não especificados;Primeiro Cadastro
D074;Carcinoma in situ do pênis;Primeiro Cadastro
D075;Carcinoma in situ da próstata;Primeiro Cadastro
D076;Carcinoma in situ de outros órgãos genitais masculinos e os não especificados;Primeiro Cadastro
D090;Carcinoma in situ da bexiga;Primeiro Cadastro
D091;Carcinoma in situ de outros órgãos urinários e os não especificados;Primeiro Cadastro
D092;Carcinoma in situ do olho;Primeiro Cadastro
D093;Carcinoma in situ da tireóide e de outras glândulas endócrinas;Primeiro Cadastro
D097;Carcinoma in situ de outras localizações especificadas;Primeiro Cadastro
D099;Carcinoma in situ, não especificado;Primeiro Cadastro
D100;Neoplasia benigna dos lábios;Primeiro Cadastro
D101;Neoplasia benigna da língua;Primeiro Cadastro
D102;Neoplasia benigna do assoalho da boca;Primeiro Cadastro
D103;Neoplasia benigna de outras partes da boca e as não especificadas;Primeiro Cadastro
D104;Neoplasia benigna da amígdala;Primeiro Cadastro
D105;Neoplasia benigna de outras partes da orofaringe;Primeiro Cadastro
D106;Neoplasia benigna da nasofaringe;Primeiro Cadastro
D107;Neoplasia benigna da hipofaringe;Primeiro Cadastro
D109;Neoplasia benigna da faringe, não especificada;Primeiro Cadastro
D110;Neoplasia benigna da glândula parótida;Primeiro Cadastro
D117;Neoplasia benigna de outras glândulas salivares maiores;Primeiro Cadastro
D119;Neoplasia benigna da glândula salivar maior, não especificada;Primeiro Cadastro
D120;Neoplasia benigna do ceco;Primeiro Cadastro
D121;Neoplasia benigna do apêndice (vermiforme);Primeiro Cadastro
D122;Neoplasia benigna do cólon ascendente;Primeiro Cadastro
D123;Neoplasia benigna do cólon transverso;Primeiro Cadastro
D124;Neoplasia benigna do cólon descendente;Primeiro Cadastro
D125;Neoplasia benigna do cólon sigmóide;Primeiro Cadastro
D126;Neoplasia benigna do cólon, não especificada;Primeiro Cadastro
D127;Neoplasia benigna da junção retossigmóide;Primeiro Cadastro
D128;Neoplasia benigna do reto;Primeiro Cadastro
D129;Neoplasia benigna do canal anal e ânus;Primeiro Cadastro
D130;Neoplasia benigna do esôfago;Primeiro Cadastro
D131;Neoplasia benigna do estômago;Primeiro Cadastro
D132;Neoplasia benigna do duodeno;Primeiro Cadastro
D133;Neoplasia benigna de outras partes e partes não especificadas do intestino delgado;Primeiro Cadastro
D134;Neoplasia benigna do fígado;Primeiro Cadastro
D135;Neoplasia benigna das vias biliares extra-hepáticas;Primeiro Cadastro
D136;Neoplasia benigna do pâncreas;Primeiro Cadastro
D137;Neoplasia benigna do pâncreas endócrino;Primeiro Cadastro
D139;Neoplasia benigna de localizações mal definidas do aparelho digestivo;Primeiro Cadastro
D140;Neoplasia benigna do ouvido médio, cavidade nasal e seios paranasais;Primeiro Cadastro
D141;Neoplasia benigna da laringe;Primeiro Cadastro
D142;Neoplasia benigna da traquéia;Primeiro Cadastro
D143;Neoplasia benigna dos brônquios e pulmão;Primeiro Cadastro
D144;Neoplasia benigna do aparelho respiratório, não especificado;Primeiro Cadastro
D150;Neoplasia benigna do timo;Primeiro Cadastro
D151;Neoplasia benigna do coração;Primeiro Cadastro
D152;Neoplasia benigna do mediastino;Primeiro Cadastro
D157;Neoplasia benigna de outros órgãos intratorácicos especificados;Primeiro Cadastro
D159;Neoplasia benigna de órgão intratorácico, não especificado;Primeiro Cadastro
D160;Neoplasia benigna da omoplata [escápula] e ossos longos dos membros superiores;Primeiro Cadastro
D161;Neoplasia benigna dos ossos curtos dos membros superiores;Primeiro Cadastro
D162;Neoplasia benigna dos ossos longos dos membros inferiores;Primeiro Cadastro
D163;Neoplasia benigna dos ossos curtos dos membros inferiores;Primeiro Cadastro
D164;Neoplasia benigna dos ossos do crânio e da face;Primeiro Cadastro
D165;Neoplasia benigna do osso da mandíbula;Primeiro Cadastro
D166;Neoplasia benigna da coluna vertebral;Primeiro Cadastro
D167;Neoplasia benigna das costelas, do esterno e da clavícula;Primeiro Cadastro
D168;Neoplasia benigna dos ossos pélvicos, sacro e cóccix;Primeiro Cadastro
D169;Neoplasia benigna do osso e cartilagem articular, não especificado;Primeiro Cadastro
D170;Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça, face e pescoço;Primeiro Cadastro
D171;Neoplasia lipomatosa benigna da pele e tecido subcutâneo do tronco;Primeiro Cadastro
D172;Neoplasia lipomatosa benigna da pele e tecido subcutâneo dos membros;Primeiro Cadastro
D173;Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas;Primeiro Cadastro
D174;Neoplasia lipomatosa benigna de órgãos intratorácicos;Primeiro Cadastro
D175;Neoplasia lipomatosa benigna de órgãos intra-abdominais;Primeiro Cadastro
D176;Neoplasia lipomatosa benigna do cordão espermático;Primeiro Cadastro
D177;Neoplasia lipomatosa benigna de outras localizações;Primeiro Cadastro
D179;Neoplasia lipomatosa benigna de localização não especificada;Primeiro Cadastro
D180;Hemangioma de qualquer localização;Primeiro Cadastro
D181;Linfangioma de qualquer localização;Primeiro Cadastro
D190;Neoplasia benigna do tecido mesotelial da pleura;Primeiro Cadastro
D191;Neoplasia benigna do tecido mesotelial do peritônio;Primeiro Cadastro
D197;Neoplasia benigna do tecido mesotelial de outras localizações;Primeiro Cadastro
D199;Neoplasia benigna do tecido mesotelial, não especificado;Primeiro Cadastro
D200;Neoplasia benigna do retroperitônio;Primeiro Cadastro
D201;Neoplasia benigna do peritônio;Primeiro Cadastro
D210;Neoplasia benigna do tecido conjuntivo e outros tecidos moles da cabeça, face e pescoço;Primeiro Cadastro
D211;Neoplasia benigna do tecido conjuntivo e outros tecidos moles dos membros superiores, incluindo ombro;Primeiro Cadastro
D212;Neoplasia benigna do tecido conjuntivo e outros tecidos moles dos membros inferiores, incluindo quadril;Primeiro Cadastro
D213;Neoplasia benigna do tecido conjuntivo e outros tecidos moles do tórax;Primeiro Cadastro
D214;Neoplasia benigna do tecido conjuntivo e outros tecidos moles do abdome;Primeiro Cadastro
D215;Neoplasia benigna do tecido conjuntivo e outros tecidos moles da pelve;Primeiro Cadastro
D216;Neoplasia benigna do tecido conjuntivo e outros tecidos moles do tronco, não especificado;Primeiro Cadastro
D219;Neoplasia benigna do tecido conjuntivo e outros tecidos moles, sem outra especificação;Primeiro Cadastro
D220;Nevo melanocítico do lábio;Primeiro Cadastro
D221;Nevo melanocítico da pálpebra, incluindo o canto;Primeiro Cadastro
D222;Nevo melanocítico da orelha e do conduto auditivo externo;Primeiro Cadastro
D223;Nevo melanocítico de outras partes e de partes não especificadas da face;Primeiro Cadastro
D224;Nevo melanocítico do couro cabeludo e do pescoço;Primeiro Cadastro
D225;Nevo melanocítico do tronco;Primeiro Cadastro
D226;Nevo melanocítico dos membros superiores, incluindo ombro;Primeiro Cadastro
D227;Nevo melanocítico dos membros inferiores, incluindo quadril;Primeiro Cadastro
D229;Nevo melanocítico, não especificado;Primeiro Cadastro
D230;Neoplasia benigna da pele dos lábios;Primeiro Cadastro
D231;Neoplasia benigna da pele da pálpebra, incluindo o canto;Primeiro Cadastro
D232;Neoplasia benigna da pele da orelha e do conduto auditivo externo;Primeiro Cadastro
D233;Neoplasia benigna da pele de outras partes e de partes não especificadas da face;Primeiro Cadastro
D234;Neoplasia benigna da pele do couro cabeludo e do pescoço;Primeiro Cadastro
D235;Neoplasia benigna da pele do tronco;Primeiro Cadastro
D236;Neoplasia benigna da pele dos membros superiores, incluindo o ombro;Primeiro Cadastro
D237;Neoplasia benigna da pele dos membros inferiores, incluindo o quadril;Primeiro Cadastro
D239;Neoplasia benigna da pele, não especificada;Primeiro Cadastro
D24;Neoplasia benigna da mama;Primeiro Cadastro
D250;Leiomioma submucoso do útero;Primeiro Cadastro
D251;Leiomioma intramural do útero;Primeiro Cadastro
D252;Leiomioma subseroso do útero;Primeiro Cadastro
D259;Leiomioma do útero, não especificado;Primeiro Cadastro
D260;Neoplasia benigna do colo do útero;Primeiro Cadastro
D261;Neoplasia benigna do corpo do útero;Primeiro Cadastro
D267;Neoplasia benigna de outras partes do útero;Primeiro Cadastro
D269;Neoplasia benigna do útero, não especificado;Primeiro Cadastro
D27;Neoplasia benigna do ovário;Primeiro Cadastro
D280;Neoplasia benigna da vulva;Primeiro Cadastro
D281;Neoplasia benigna da vagina;Primeiro Cadastro
D282;Neoplasia benigna das trompas e ligamentos uterinos;Primeiro Cadastro
D287;Neoplasia benigna de outros órgãos genitais femininos especificados;Primeiro Cadastro
D289;Neoplasia benigna de órgão genital feminino, não especificado;Primeiro Cadastro
D290;Neoplasia benigna do pênis;Primeiro Cadastro
D291;Neoplasia benigna da próstata;Primeiro Cadastro
D292;Neoplasia benigna dos testículos;Primeiro Cadastro
D293;Neoplasia benigna do epidídimo;Primeiro Cadastro
D294;Neoplasia benigna do escroto;Primeiro Cadastro
D297;Neoplasia benigna de outros órgãos genitais masculinos;Primeiro Cadastro
D299;Neoplasia benigna de órgão genital masculino, não especificado;Primeiro Cadastro
D300;Neoplasia benigna do rim;Primeiro Cadastro
D301;Neoplasia benigna da pelve renal;Primeiro Cadastro
D302;Neoplasia benigna do ureter;Primeiro Cadastro
D303;Neoplasia benigna da bexiga;Primeiro Cadastro
D304;Neoplasia benigna da uretra;Primeiro Cadastro
D307;Neoplasia benigna de outros órgãos urinários;Primeiro Cadastro
D309;Neoplasia benigna de órgão urinário, não especificado;Primeiro Cadastro
D310;Neoplasia benigna da conjuntiva;Primeiro Cadastro
D311;Neoplasia benigna da córnea;Primeiro Cadastro
D312;Neoplasia benigna da retina;Primeiro Cadastro
D313;Neoplasia benigna da coróide;Primeiro Cadastro
D314;Neoplasia benigna do corpo ciliar;Primeiro Cadastro
D315;Neoplasia benigna das glândulas e dos canais lacrimais;Primeiro Cadastro
D316;Neoplasia benigna da órbita, não especificada;Primeiro Cadastro
D319;Neoplasia benigna do olho, não especificado;Primeiro Cadastro
D320;Neoplasia benigna das meninges cerebrais;Primeiro Cadastro
D321;Neoplasia benigna das meninges espinhais;Primeiro Cadastro
D329;Neoplasia benigna das meninges, não especificada;Primeiro Cadastro
D330;Neoplasia benigna do encéfalo, supratentorial;Primeiro Cadastro
D331;Neoplasia benigna do encéfalo, infratentorial;Primeiro Cadastro
D332;Neoplasia benigna do encéfalo, não especificado;Primeiro Cadastro
D333;Neoplasia benigna dos nervos cranianos;Primeiro Cadastro
D334;Neoplasia benigna da medula espinhal;Primeiro Cadastro
D337;Neoplasia benigna de outras partes especificadas do sistema nervoso central;Primeiro Cadastro
D339;Neoplasia benigna do sistema nervoso central, não especificado;Primeiro Cadastro
D34;Neoplasia benigna da glândula tireóide;Primeiro Cadastro
D350;Neoplasia benigna da glândula supra-renal (adrenal);Primeiro Cadastro
D351;Neoplasia benigna da glândula paratireóide;Primeiro Cadastro
D352;Neoplasia benigna da glândula hipófise (pituitária);Primeiro Cadastro
D353;Neoplasia benigna do conduto craniofaríngeo;Primeiro Cadastro
D354;Neoplasia benigna da glândula pineal;Primeiro Cadastro
D355;Neoplasia benigna do corpo carotídeo;Primeiro Cadastro
D356;Neoplasia benigna dos corpos aórticos e outros paragânglios;Primeiro Cadastro
D357;Neoplasia benigna de outras glândulas endócrinas especificadas;Primeiro Cadastro
D358;Neoplasia benigna com comprometimento pluriglandular;Primeiro Cadastro
D359;Neoplasia benigna de glândula endócrina, não especificada;Primeiro Cadastro
D360;Neoplasia benigna dos gânglios linfáticos (linfonodos);Primeiro Cadastro
D361;Neoplasia benigna dos nervos periféricos e sistema nervoso autônomo;Primeiro Cadastro
D367;Neoplasia benigna de outras localizações especificadas;Primeiro Cadastro
D369;Neoplasia benigna de localização não especificada;Primeiro Cadastro
D370;Neoplasia de comportamento incerto ou desconhecido do lábio, cavidade oral e faringe;Primeiro Cadastro
D371;Neoplasia de comportamento incerto ou desconhecido do estômago;Primeiro Cadastro
D372;Neoplasia de comportamento incerto ou desconhecido do intestino delgado;Primeiro Cadastro
D373;Neoplasia de comportamento incerto ou desconhecido do apêndice;Primeiro Cadastro
D374;Neoplasia de comportamento incerto ou desconhecido dos cólons;Primeiro Cadastro
D375;Neoplasia de comportamento incerto ou desconhecido do reto;Primeiro Cadastro
D376;Neoplasia de comportamento incerto ou desconhecido do fígado, vesícula biliar e vias biliares;Primeiro Cadastro
D377;Neoplasia de comportamento incerto ou desconhecido de outros órgãos digestivos;Primeiro Cadastro
D379;Neoplasia de comportamento incerto ou desconhecido de órgão digestivo, não especificado;Primeiro Cadastro
D380;Neoplasia de comportamento incerto ou desconhecido da laringe;Primeiro Cadastro
D381;Neoplasia de comportamento incerto ou desconhecido da traquéia, brônquios e pulmão;Primeiro Cadastro
D382;Neoplasia de comportamento incerto ou desconhecido da pleura;Primeiro Cadastro
D383;Neoplasia de comportamento incerto ou desconhecido do mediastino;Primeiro Cadastro
D384;Neoplasia de comportamento incerto ou desconhecido do timo;Primeiro Cadastro
D385;Neoplasia de comportamento incerto ou desconhecido de outros órgãos respiratórios;Primeiro Cadastro
D386;Neoplasia de comportamento incerto ou desconhecido de órgão respiratório, não especificado;Primeiro Cadastro
D390;Neoplasia de comportamento incerto ou desconhecido do útero;Primeiro Cadastro
D391;Neoplasia de comportamento incerto ou desconhecido do ovário;Primeiro Cadastro
D392;Neoplasia de comportamento incerto ou desconhecido da placenta;Primeiro Cadastro
D397;Neoplasia de comportamento incerto ou desconhecido de outros órgãos genitais femininos;Primeiro Cadastro
D399;Neoplasia de comportamento incerto ou desconhecido de órgão genital feminino, não especificado;Primeiro Cadastro
D400;Neoplasia de comportamento incerto ou desconhecido da próstata;Primeiro Cadastro
D401;Neoplasia de comportamento incerto ou desconhecido do testículo;Primeiro Cadastro
D407;Neoplasia de comportamento incerto ou desconhecido de outros órgãos genitais masculinos;Primeiro Cadastro
D409;Neoplasia de comportamento incerto ou desconhecido de órgão genital masculino, não especificado;Primeiro Cadastro
D410;Neoplasia de comportamento incerto ou desconhecido do rim;Primeiro Cadastro
D411;Neoplasia de comportamento incerto ou desconhecido da pelve renal;Primeiro Cadastro
D412;Neoplasia de comportamento incerto ou desconhecido do ureter;Primeiro Cadastro
D413;Neoplasia de comportamento incerto ou desconhecido da uretra;Primeiro Cadastro
D414;Neoplasia de comportamento incerto ou desconhecido da bexiga;Primeiro Cadastro
D417;Neoplasia de comportamento incerto ou desconhecido de outros órgãos urinários;Primeiro Cadastro
D419;Neoplasia de comportamento incerto ou desconhecido de órgão urinário, não especificado;Primeiro Cadastro
D420;Neoplasia de comportamento incerto ou desconhecido das meninges cerebrais;Primeiro Cadastro
D421;Neoplasia de comportamento incerto ou desconhecido das meninges espinhais;Primeiro Cadastro
D429;Neoplasia de comportamento incerto ou desconhecido de meninges não especificadas;Primeiro Cadastro
D430;Neoplasia de comportamento incerto ou desconhecido do encéfalo, supratentorial;Primeiro Cadastro
D431;Neoplasia de comportamento incerto ou desconhecido do encéfalo, infratentorial;Primeiro Cadastro
D432;Neoplasia de comportamento incerto ou desconhecido do encéfalo, não especificado;Primeiro Cadastro
D433;Neoplasia de comportamento incerto ou desconhecido dos nervos cranianos;Primeiro Cadastro
D434;Neoplasia de comportamento incerto ou desconhecido da medula espinhal;Primeiro Cadastro
D437;Neoplasia de comportamento incerto ou desconhecido de outras partes do sistema nervoso central;Primeiro Cadastro
D439;Neoplasia de comportamento incerto ou desconhecido do sistema nervoso central, não especificado;Primeiro Cadastro
D440;Neoplasia de comportamento incerto ou desconhecido da glândula tireóide;Primeiro Cadastro
D441;Neoplasia de comportamento incerto ou desconhecido da glândula supra-renal (adrenal);Primeiro Cadastro
D442;Neoplasia de comportamento incerto ou desconhecido da glândula paratireóide;Primeiro Cadastro
D443;Neoplasia de comportamento incerto ou desconhecido da glândula hipófise (pituitária);Primeiro Cadastro
D444;Neoplasia de comportamento incerto ou desconhecido do conduto craniofaríngeo;Primeiro Cadastro
D445;Neoplasia de comportamento incerto ou desconhecido da glândula pineal;Primeiro Cadastro
D446;Neoplasia de comportamento incerto ou desconhecido do corpo carotídeo;Primeiro Cadastro
